open,close,low,high,avgGas,timestamp
32.18,32.83,22.0,52.14,93180.39375166666,2022-05-07T04:00:19.856Z
22.0,34.09,22.0,56.34,96671.73169999996,2022-05-07T05:00:21.949Z
24.33,30.68,20.25,44.9,103077.01461833333,2022-05-07T06:00:30.701Z
26.04,23.32,20.0,46.86,88364.11812166666,2022-05-07T07:00:33.044Z
26.67,27.07,19.76,43.26,94521.19396166666,2022-05-07T08:00:35.151Z
29.36,24.66,20.0,37.87,96655.59711499998,2022-05-07T09:00:37.698Z
36.1,28.5,19.0,46.83,99835.33868833332,2022-05-07T10:00:40.040Z
27.54,25.52,19.61,36.23,109530.7365816667,2022-05-07T11:00:42.178Z
37.0,24.52,18.47,40.23,98453.10185166668,2022-05-07T12:00:44.156Z
30.57,36.23,22.42,48.1,93031.75436166664,2022-05-07T13:00:46.536Z
59.57,28.15,28.15,115.49,94633.9418881356,2022-05-07T14:00:50.636Z
33.75,42.14,30.43,80.81,96069.7801116667,2022-05-07T15:00:19.026Z
41.12,36.76,25.79,66.62,89486.71951000004,2022-05-07T16:00:21.701Z
29.73,44.51,20.86,50.44,96705.0002881356,2022-05-07T17:00:24.687Z
41.34,26.61,20.0,54.65,99684.76450833332,2022-05-07T18:00:20.882Z
29.24,45.44,19.99,59.22,97134.83499833336,2022-05-07T19:00:23.394Z
25.59,23.46,17.03,38.27,98578.75871166668,2022-05-07T20:00:25.910Z
37.78,27.84,19.17,44.17,95636.0166,2022-05-07T21:00:28.281Z
31.63,38.18,17.0,48.24,96889.13674333337,2022-05-07T22:00:30.527Z
28.12,28.25,19.0,43.42,99719.32590999996,2022-05-07T23:00:32.925Z
23.46,21.74,16.79,30.95,102572.0874540984,2022-05-08T00:00:35.369Z
24.91,24.24,16.0,46.37,98123.38287500004,2022-05-08T01:00:52.290Z
55.96,24.31,18.0,59.54,93661.08150833334,2022-05-08T02:00:28.292Z
24.93,41.29,22.35,44.85,86702.96322166665,2022-05-08T03:00:30.856Z
28.75,28.94,16.41,37.46,105336.112155,2022-05-08T04:00:33.785Z
23.76,28.72,16.08,55.93,97885.39963499997,2022-05-08T05:00:36.143Z
23.35,26.27,17.45,41.45,103053.77098833329,2022-05-08T06:00:38.184Z
30.97,20.37,19.14,38.16,80496.35601000002,2022-05-08T07:00:40.101Z
29.6,30.76,16.65,38.33,95800.92070333332,2022-05-08T08:00:42.158Z
22.73,21.99,15.7,37.64,94085.9326966667,2022-05-08T09:00:44.065Z
21.13,22.92,15.02,37.69,97927.99170508476,2022-05-08T10:00:55.179Z
21.89,18.86,15.0,30.64,105904.93125666668,2022-05-08T11:00:07.193Z
20.74,22.69,15.48,39.21,95040.951425,2022-05-08T12:00:09.563Z
29.2,22.66,15.23,40.37,101165.28213333333,2022-05-08T13:00:11.862Z
40.0,26.2,23.72,80.0,83766.73471333334,2022-05-08T14:00:14.315Z
25.76,29.9,20.74,59.39,85522.6067583333,2022-05-08T15:00:32.325Z
26.41,20.8,17.73,33.23,91081.66324666668,2022-05-08T16:00:34.582Z
26.42,27.93,18.54,75.17,86978.06796999997,2022-05-08T17:00:37.314Z
24.0,21.07,16.0,43.63,92456.64607166663,2022-05-08T18:00:39.618Z
18.42,17.57,15.64,42.82,94798.532315,2022-05-08T19:00:41.864Z
23.57,20.17,14.24,31.29,101137.4730466667,2022-05-08T20:00:44.035Z
15.6,18.27,12.56,36.4,95688.74218,2022-05-08T21:00:46.247Z
18.99,17.29,12.0,32.36,95957.64497500005,2022-05-08T22:00:49.209Z
17.96,15.77,11.12,26.1,95935.93194333331,2022-05-08T23:00:51.460Z
27.42,19.38,14.45,39.29,109068.7495,2022-05-09T00:00:54.270Z
33.85,28.92,11.0,39.51,104687.45471166664,2022-05-09T01:00:56.796Z
33.18,28.83,15.75,61.86,91474.67801694915,2022-05-09T02:00:58.959Z
37.78,28.4,19.34,51.44,93830.85978999996,2022-05-09T03:00:01.015Z
24.43,31.0,14.37,40.0,97540.40572833334,2022-05-09T04:00:04.184Z
19.08,22.67,14.73,33.77,97285.08036500005,2022-05-09T05:00:06.406Z
24.94,15.59,12.73,35.99,92691.300165,2022-05-09T06:00:08.758Z
23.73,22.01,16.1,35.65,91840.870495,2022-05-09T07:00:11.015Z
29.33,23.44,15.13,40.81,83886.38629000001,2022-05-09T08:00:40.730Z
32.17,25.75,15.07,37.08,91922.49214666664,2022-05-09T09:00:44.175Z
45.66,29.46,15.03,71.14,92738.74657666669,2022-05-09T10:00:47.718Z
24.45,39.55,19.83,73.74,80675.063155,2022-05-09T11:00:54.165Z
36.19,22.1,19.09,45.35,82936.06111499999,2022-05-09T12:00:57.051Z
55.59,41.34,26.0,55.59,79057.82416949152,2022-05-09T13:00:59.722Z
66.32,43.96,36.67,118.64,80622.4602683333,2022-05-09T14:00:04.519Z
125.46,68.91,68.91,170.99,76325.27541666669,2022-05-09T15:00:08.300Z
212.02,138.93,57.15,234.87,82285.41828333335,2022-05-09T16:00:11.649Z
107.52,128.1,80.96,292.69,80279.11879,2022-05-09T17:00:26.267Z
224.3,98.38,52.72,315.16,88340.09482666664,2022-05-09T18:00:29.927Z
117.59,172.43,79.27,228.17,84239.77395333332,2022-05-09T19:00:33.606Z
112.76,103.83,61.53,163.54,87662.179845,2022-05-09T20:00:37.791Z
62.24,110.01,50.0,128.92,122449.91360499998,2022-05-09T21:00:41.031Z
65.86,65.84,44.64,118.39,87957.48571333333,2022-05-09T22:00:44.800Z
133.39,66.8,43.17,133.39,91636.67374666662,2022-05-09T23:00:48.111Z
125.86,139.69,74.0,239.6,89486.19654833333,2022-05-10T00:00:50.917Z
56.28,132.17,45.22,145.07,89119.4392533333,2022-05-10T01:00:53.310Z
73.74,68.68,44.74,109.53,80178.85159322037,2022-05-10T02:00:55.558Z
38.63,53.04,37.83,90.4,75593.68806333332,2022-05-10T03:00:00.353Z
51.43,43.97,35.39,77.83,83325.16486000003,2022-05-10T04:00:03.268Z
61.64,58.06,35.96,76.47,85033.73276166666,2022-05-10T05:00:05.918Z
55.23,57.5,34.77,106.67,84163.27638499998,2022-05-10T06:00:08.371Z
54.66,53.46,33.43,74.11,81876.40482666665,2022-05-10T07:00:10.894Z
32.95,49.78,29.25,59.88,88665.83779166666,2022-05-10T08:00:13.458Z
36.08,31.86,30.07,83.21,76280.21725333334,2022-05-10T09:00:15.881Z
29.16,33.81,25.06,63.28,80810.84159833333,2022-05-10T10:00:20.378Z
32.45,30.41,21.7,58.81,80865.89611166665,2022-05-10T11:00:23.243Z
31.85,29.4,22.26,54.13,84274.99286333333,2022-05-10T12:00:25.870Z
47.28,42.08,27.04,69.3,75809.7156683333,2022-05-10T13:00:32.434Z
55.99,65.02,37.03,107.74,76120.13359666668,2022-05-10T14:00:35.700Z
44.82,57.06,33.83,78.05,74148.75001166665,2022-05-10T15:00:38.937Z
46.4,67.45,38.13,80.84,73616.5688783333,2022-05-10T16:00:42.824Z
